id,name,oscar,highest,lowest,birth,place,movie1_title,movie1_tomato,movie1_audience,movie1_release,movie1_director,movie2_title,movie2_tomato,movie2_audience,movie2_release,movie2_director,movie3_title,movie3_tomato,movie3_audience,movie3_release,movie3_director,movie4_title,movie4_tomato,movie4_audience,movie4_release,movie4_director,movie5_title,movie5_tomato,movie5_audience,movie5_release,movie5_director,movie6_title,movie6_tomato,movie6_audience,movie6_release,movie6_director,movie7_title,movie7_tomato,movie7_audience,movie7_release,movie7_director,movie8_title,movie8_tomato,movie8_audience,movie8_release,movie8_director,movie9_title,movie9_tomato,movie9_audience,movie9_release,movie9_director,movie10_title,movie10_tomato,movie10_audience,movie10_release,movie10_director
172,Harvey Keitel, Nominated for 1 Oscar., Fail Safe (2000), Lies We Tell (2017)," May 13, 1939"," Brooklyn, New York, USA", Blue Collar,100,88,1978, Paul Schrader, Fail Safe,100,79,2000, Stephen Frears, Taxi Driver,96,93,1976, Martin Scorsese, Mean Streets,95,84,1973, Martin Scorsese, The Irishman,95,86,2019, Martin Scorsese, Smoke,93,89,1995, Wayne Wang, Pulp Fiction,92,96,1994, Quentin Tarantino, Reservoir Dogs,92,94,1992, Quentin Tarantino, The Duellists,92,83,1978, Ridley Scott, The Grand Budapest Hotel,92,86,2014, Wes Anderson
173,Jon Voight, Won 1 Oscar., Hal (2018), Roe v. Wade (2021)," Dec 29, 1938"," Yonkers, New York, USA", Uprising,100,84,2001, Jon Avnet, Hal,90,65,2018, Amy Scott, Deliverance,89,82,1972, John Boorman, Midnight Cowboy,88,88,1969, John Schlesinger, Heat,87,94,1995, Michael Mann, Rosewood,87,83,1997, John Singleton, Hour of the Gun,86,50,1967, John Sturges, Runaway Train,86,76,1985, Andrei Konchalovsky, Coming Home,83,83,1978, Hal Ashby, John Grisham's The Rainmaker,82,78,1997, Francis Ford Coppola
174,Drew Barrymore, Won 1 Golden Globe., E.T. the Extra-Terrestrial (1982), Wishful Thinking (1996)," Feb 22, 1975"," Culver City, California, USA", Donnie Darko: 15th Anniversary,100,90,2017, Richard Kelly, E.T. the Extra-Terrestrial,98,72,1982, Steven Spielberg, Ever After: A Cinderella Story,91,84,1998, Andy Tennant, Grey Gardens,88,78,2009, Michael Sucsy, Donnie Darko,86,80,2001, Richard Kelly, Altered States,85,71,1980, Ken Russell, Whip It,84,74,2009, Drew Barrymore, Confessions of a Dangerous Mind,79,75,2002, George Clooney, Everyone Says I Love You,79,68,1996, Woody Allen, Scream,79,79,1996, Wes Craven
175,Winona Ryder, Nominated for 2 Oscars., Star Trek (2009), Lost Souls (2000)," Oct 29, 1971"," Winona, Minnesota, USA", Star Trek,94,91,2009, J.J. Abrams, Heathers,93,83,1989, Michael Lehmann, Little Women,92,84,1994, Gillian Armstrong, Edward Scissorhands,90,91,1990, Tim Burton, Frankenweenie,87,70,2012, Tim Burton, Beetlejuice,85,82,1988, Tim Burton, Black Swan,85,84,2010, Darren Aronofsky, Experimenter,85,61,2015, Michael Almereyda, The Age of Innocence,84,75,1993, Martin Scorsese, Looking for Richard,81,79,1996, Al Pacino
176,Kathleen Turner, Nominated for 1 Oscar., Body Heat (1981), Baby Geniuses (1999)," Jun 19, 1954"," Springfield, Missouri, USA", Body Heat,98,80,1981, Lawrence Kasdan, Who Framed Roger Rabbit,97,84,1988, Robert Zemeckis, Peggy Sue Got Married,86,55,1986, Francis Ford Coppola, Prizzi's Honor,86,62,1985, John Huston, Romancing the Stone,85,69,1984, Robert Zemeckis, The War of the Roses,85,71,1989, Danny DeVito, The Accidental Tourist,81,60,1988, Lawrence Kasdan, The Virgin Suicides,77,81,1999, Sofia Coppola, The Man With Two Brains,76,64,1983, Carl Reiner, Monster House,75,63,2006, Gil Kenan
177,Uma Thurman, Nominated for 1 Oscar., Dangerous Liaisons (1988), Johnny Be Good (1988)," Apr 29, 1970"," Boston, Massachusetts, USA", Dangerous Liaisons,93,83,1988, Stephen Frears, Pulp Fiction,92,96,1994, Quentin Tarantino, The Adventures of Baron Munchausen,92,82,1989, Terry Gilliam, Kill Bill: Vol. 1,85,81,2003, Quentin Tarantino, The Truth About Cats & Dogs,85,56,1996, Michael Lehmann, Kill Bill: Vol. 2,84,89,2004, Quentin Tarantino, Gattaca,83,87,1997, Andrew Niccol, Beautiful Girls,79,81,1996, Ted Demme, Mad Dog and Glory,77,45,1993, John McNaughton, Sweet and Lowdown,77,82,1999, Woody Allen
178,Rene Russo, Nominated for 1 BAFTA Film Award., In the Line of Fire (1993), Just Getting Started (2017)," Feb 17, 1954"," Burbank, California, USA", In the Line of Fire,96,79,1993, Wolfgang Petersen, Nightcrawler,95,85,2014, Dan Gilroy, Avengers: Endgame,94,90,2019, Anthony Russo, Get Shorty,88,70,1995, Barry Sonnenfeld, Major League,83,84,1989, David S. Ward, Thor,77,76,2011, Kenneth Branagh, Ransom,75,62,1996, Ron Howard, Tin Cup,71,65,1996, Ron Shelton, The Thomas Crown Affair,70,77,1999, John McTiernan, Thor: The Dark World,66,75,2013, Alan Taylor
179,Whoopi Goldberg, Won 1 Oscar.," Sammy Davis, Jr.: I've Gotta Be Me (2017)", Theodore Rex (1996)," Nov 13, 1955"," New York, New York, USA", Master of Dark Shadows,100,Not Available,2019, David Gregory, Rita Moreno: Just a Girl Who Decided to Go For It,100,Not Available,2021, Mariem Pérez Riera," Sammy Davis, Jr.: I've Gotta Be Me",100,Not Available,2017, Samuel D. Pollard, Waldo on Weed,100,100,2019, Tommy Avallone, The Player,98,84,1992, Robert Altman, Toy Story 3,98,90,2010, Lee Unkrich, The Celluloid Closet,97,89,1996, Rob Epstein, The Beatles: Eight Days a Week -- The Touring Years,96,89,2016, Ron Howard, Being Elmo: A Puppeteer's Journey,95,87,2011, Constance Marks, Gilbert,95,86,2017, Neil Berkeley
180,Annette Bening, Nominated for 4 Oscars., Richard III (1995), Life Itself (2018)," May 29, 1958"," Topeka, Kansas, USA", Richard III,94,85,1995, Richard Loncraine, The Kids Are All Right,92,74,2010, Lisa Cholodenko, The American President,91,77,1995, Rob Reiner, The Grifters,91,70,1990, Stephen Frears, 20th Century Women,88,74,2016, Mike Mills, American Beauty,87,93,1999, Sam Mendes, Bugsy,85,69,1991, Barry Levinson, Postcards From the Edge,84,66,1990, Mike Nichols, Not available, Not Available, Not Available, Not Available, Not Available, The Report,82,83,2019, Scott Z. Burns
181,Maggie Smith, Won 2 Oscars., A Room With a View (1986), The V.I.P.s (1963)," Dec 28, 1934"," Ilford, Essex, England, UK", A Room With a View,100,85,1986, James Ivory, The Missionary,100,41,1982, Richard Loncraine, Nothing Like a Dame,98,77,2018, Roger Michell, Harry Potter and the Deathly Hallows: Part 2,96,89,2011, David Yates, Richard III,94,85,1995, Richard Loncraine, Evil Under the Sun,90,72,1982, Guy Hamilton, Harry Potter and the Prisoner of Azkaban,90,86,2004, Alfonso Cuarón, The Lady in the Van,89,64,2015, Nicholas Hytner, A Private Function,88,63,1984, Malcolm Mowbray, Harry Potter and the Goblet of Fire,88,74,2005, Mike Newell
182,Barbra Streisand, Won 2 Oscars., On a Clear Day You Can See Forever (1970), Little Fockers (2010)," Apr 24, 1942"," Brooklyn, New York, USA", On a Clear Day You Can See Forever,100,74,1970, Vincente Minnelli, Funny Girl,93,85,1968, William Wyler," What's Up, Doc?",91,89,1972, Peter Bogdanovich, David Foster: Off the Record,88,53,2019, Barry Avrich, The Owl and the Pussycat,80,65,1970, Herbert Ross, The Prince of Tides,70,70,1991, Barbra Streisand, Yentl,65,75,1983, Barbra Streisand, The Way We Were,64,81,1973, Sydney Pollack, Up the Sandbox,60,48,1972, Irvin Kershner, For Pete's Sake,56,51,1974, Peter Yates
183,Jennifer Lawrence, Won 1 Oscar., A Beautiful Planet (2016), House at the End of the Street (2012)," Aug 15, 1990"," Louisville, Kentucky, USA", A Beautiful Planet,100,79,2016, Toni Myers, Winter's Bone,94,76,2010, Debra Granik, American Hustle,92,74,2013, David O. Russell, Silver Linings Playbook,92,86,2012, David O. Russell, The Hunger Games: Catching Fire,90,89,2013, Francis Lawrence, X-Men: Days of Future Past,90,91,2014, Bryan Singer, X-Men: First Class,86,87,2011, Matthew Vaughn, Dior and I,84,76,2014, Frédéric Tcheng, The Hunger Games,84,81,2012, Gary Ross, Like Crazy,72,61,2011, Drake Doremus
184,Joanne Woodward, Won 1 Oscar., A Kiss Before Dying (1956), A New Kind of Love (1963)," Feb 27, 1930"," Thomasville, Georgia, USA", A Kiss Before Dying,100,48,1956, Gerd Oswald, The Three Faces of Eve,93,77,1957, Nunnally Johnson," The Long, Hot Summer",89,83,1958, Martin Ritt," Rachel, Rachel",86,78,1968, Paul Newman, Mr. & Mrs. Bridge,80,43,1990, James Ivory, Philadelphia,80,89,1993, Jonathan Demme, Lucky Them,78,58,2013, Megan Griffiths, The Effect of Gamma Rays on Man-in-the-Moon Marigolds,75,83,1973, Paul Newman, They Might Be Giants,75,75,1971, Anthony Harvey, The Glass Menagerie,73,61,1987, Paul Newman
185,Mercedes McCambridge, Won 1 Oscar., All the King's Men (1949), A Farewell to Arms (1957)," Mar 16, 1916"," Joliet, Illinois, USA", All the King's Men,95,78,1949, Robert Rossen, Touch of Evil,95,92,1958, Orson Welles, Giant,93,87,1956, George Stevens, Johnny Guitar,93,85,1954, Nicholas Ray, The Exorcist,83,87,1973, William Friedkin," Suddenly, Last Summer",65,83,1959, Joseph L. Mankiewicz, The Concorde: Airport '79,14,14,1979, David Lowell Rich, 99 Women,Not Available,26,1969, Jess Franco, A Farewell to Arms,0,37,1957, Charles Vidor, Angel Baby,Not Available,0,1961, Paul Wendkos
186,Anjelica Huston, Won 1 Oscar., Bastard Out of Carolina (1996), Material Girls (2006)," Jul 08, 1951"," Santa Monica, California, USA", And the Band Played On,100,88,1993, Roger Spottiswoode, Bastard Out of Carolina,100,84,1996, Anjelica Huston, Tinker Bell and the Lost Treasure,100,73,2009, Klay Hall, Crimes and Misdemeanors,94,91,1989, Woody Allen, 50/50,93,88,2011, Jonathan Levine, Manhattan Murder Mystery,93,84,1993, Woody Allen, The Dead,93,78,1987, John Huston, The Witches,93,70,1990, Nicolas Roeg, Ever After: A Cinderella Story,91,84,1998, Andy Tennant, The Grifters,91,70,1990, Stephen Frears
187,Dianne Wiest, Won 2 Oscars., Bullets Over Broadway (1994), Merci Docteur Rey (2002)," Mar 28, 1948"," Kansas City, Missouri, USA", Bullets Over Broadway,97,83,1994, Woody Allen, The Purple Rose of Cairo,92,88,1985, Woody Allen, Hannah and Her Sisters,91,90,1986, Woody Allen, Parenthood,91,76,1989, Ron Howard, Edward Scissorhands,90,91,1990, Tim Burton, Radio Days,90,84,1987, Woody Allen, Let Them All Talk,88,51,2020, Steven Soderbergh, Rabbit Hole,87,72,2010, John Cameron Mitchell, The Birdcage,81,81,1996, Mike Nichols, I Care a Lot,80,35,2020, J Blakeson
188,Goldie Hawn, Won 1 Oscar., Cactus Flower (1969), Town & Country (2001)," Nov 21, 1945"," Washington, D.C., USA", Cactus Flower,88,81,1969, Gene Saks, Swing Shift,87,41,1984, Jonathan Demme, $ (Dollars),86,51,1971, Richard Brooks, The Sugarland Express,85,66,1974, Steven Spielberg, Private Benjamin,82,60,1980, Howard Zieff, Everyone Says I Love You,79,68,1996, Woody Allen, Foul Play,74,68,1978, Colin Higgins, My Blue Heaven,71,59,1990, Herbert Ross, Seems Like Old Times,70,64,1980, Jay Sandrich, Butterflies Are Free,69,81,1972, Milton Katselas
189,Claudia Cardinale, No Significant Award Wins or Nominations., Gebo and the Shadow (2012), All Roads Lead to Rome (2015)," Apr 15, 1938"," La Goulette, Tunisia", Gebo and the Shadow,100,50,2012, Manoel de Oliveira, Sandra,100,82,1965, Luchino Visconti,8 1/2,98,92,1963, Federico Fellini, The Leopard,98,89,1963, Luchino Visconti, Once Upon a Time in the West,95,95,1969, Sergio Leone, Burden of Dreams,94,91,1982, Les Blank, Rocco and His Brothers,89,94,1960, Luchino Visconti, The Red Tent,89,66,1971, Mikhail Kalatozov, The Professionals,88,81,1966, Richard Brooks, Conversation Piece,80,83,1975, Luchino Visconti
190,Gwyneth Paltrow, Won 1 Oscar., Avengers: Endgame (2019), Mortdecai (2015)," Sep 27, 1972"," Los Angeles, California, USA", Avengers: Endgame,94,90,2019, Anthony Russo, Iron Man,94,91,2008, Jon Favreau, Shakespeare in Love,92,80,1998, John Madden, Spider-Man: Homecoming,92,87,2017, Jon Watts, Marvel's the Avengers,91,91,2012, Joss Whedon, Avengers: Infinity War,85,91,2018, Anthony Russo, Contagion,85,63,2011, Steven Soderbergh, Emma,85,77,1996, Douglas McGrath, The Talented Mr. Ripley,84,80,1999, Anthony Minghella, Seven,83,95,1995, David Fincher
191,Charlize Theron, Won 1 Oscar., Mad Max: Fury Road (2015), The Last Face (2016)," Aug 07, 1975"," Benoni, Gauteng, South Africa", Kubo and the Two Strings,97,86,2016, Travis Knight, Mad Max: Fury Road,97,86,2015, George Miller, That Thing You Do!,93,78,1996, Tom Hanks, A Private War,88,63,2018, Matthew Heineman, Tully,87,74,2018, Jason Reitman, Long Shot,81,74,2019, Jonathan Levine, Monster,81,81,2003, Patty Jenkins, The Old Guard,80,70,2020, Gina Prince-Bythewood, Young Adult,80,49,2011, Jason Reitman, Atomic Blonde,78,64,2017, David Leitch
192,Debra Winger, Nominated for 3 Oscars., GasLand (2010), Everybody Wins (1990)," May 16, 1955"," Cleveland Heights, Ohio, USA", GasLand,98,85,2010, Josh Fox, Shadowlands,97,89,1993, Richard Attenborough, Women Make Film: A New Road Movie Through Cinema,94,Not Available,2018, Mark Cousins, Kajillionaire,90,47,2020, Miranda July, Rachel Getting Married,84,62,2008, Jonathan Demme, The Lovers,82,42,2017, Azazel Jacobs, An Officer and a Gentleman,79,81,1982, Taylor Hackford, Terms of Endearment,78,83,1983, James L. Brooks, Urban Cowboy,73,81,1980, James Bridges, Cannery Row,71,71,1982, David S. Ward
193,Marion Cotillard, Won 1 Oscar., Two Days One Night (2014), Dolittle (2020)," Sep 30, 1975"," Paris, France", Two Days One Night,97,76,2014, Jean-Pierre Dardenne, Midnight in Paris,93,83,2011, Woody Allen, The Little Prince,93,84,2015, Mark Osborne, Inception,87,91,2010, Christopher Nolan, The Dark Knight Rises,87,90,2012, Christopher Nolan, Contagion,85,63,2011, Steven Soderbergh, The Immigrant,85,60,2013, James Gray, Dior and I,84,76,2014, Frédéric Tcheng, Rust and Bone,82,80,2012, Jacques Audiard, Macbeth,80,64,2015, Justin Kurzel
194,Christina Ricci, Nominated for 1 Golden Globe., Bastard Out of Carolina (1996), Bless the Child (2000)," Feb 12, 1980"," Santa Monica, California, USA", Bastard Out of Carolina,100,84,1996, Anjelica Huston, The Laramie Project,92,80,2002, Moisés Kaufman, Percy Vs Goliath,89,Not Available,2020, Clark Johnson, The Ice Storm,85,82,1997, Ang Lee, Teen Titans: The Judas Contract,83,72,2017, Sam Liu, Monster,81,81,2003, Patty Jenkins, The Opposite of Sex,80,60,1998, Don Roos, Addams Family Values,77,63,1993, Barry Sonnenfeld, Buffalo 66,77,88,1998, Vincent Gallo, The Hard Way,77,53,1991, John Badham
195,Juliette Binoche, Won 1 Oscar., Three Colors: Red (1994), Nobody Wants the Night (2015)," Mar 09, 1964"," Paris, France", Three Colors: Red,100,94,1994, Krzysztof Kieslowski, Blue,98,93,1993, Krzysztof Kieslowski, Summer Hours,94,70,2008, Olivier Assayas, Clouds of Sils Maria,90,65,2014, Olivier Assayas, The Widow of Saint-Pierre,90,77,2000, Patrice Leconte, Caché,89,78,2005, Michael Haneke, Certified Copy,89,70,2010, Abbas Kiarostami, The Truth,88,62,2019, Hirokazu Kore-eda, Non-Fiction,87,48,2018, Olivier Assayas, Trois Couleurs: Blanc,87,87,1993, Krzysztof Kieslowski
196,Daryl Hannah, No Significant Award Wins or Nominations., Crimes and Misdemeanors (1989), Run for the Money (2002)," Dec 03, 1960"," Chicago, Illinois, USA", Crimes and Misdemeanors,94,91,1989, Woody Allen, Splash,91,58,1984, Ron Howard, Blade Runner,90,91,1982, Ridley Scott, The Pope of Greenwich Village,90,74,1984, Stuart Rosenberg, Roxanne,88,63,1987, Fred Schepisi, Kill Bill: Vol. 1,85,81,2003, Quentin Tarantino, Kill Bill: Vol. 2,84,89,2004, Quentin Tarantino, Hi-Life,83,23,1998, Roger Hedden, Dolphins and Whales: Tribes of the Ocean,80,67,2008, Jean-Jacques Mantello, Wall Street,79,81,1987, Oliver Stone
197,Shirley Booth, Won 1 Oscar.," Come Back, Little Sheba (1952)"," Come Back, Little Sheba (1952)"," Aug 30, 1898"," New York, New York, USA"," Come Back, Little Sheba",75,80,1952, Daniel Mann, About Mrs. Leslie,Not Available,86,1954, Daniel Mann, The Matchmaker,Not Available,59,1958, Joseph Anthony,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
198,Reese Witherspoon, Won 1 Oscar., Mud (2013), Hot Pursuit (2015)," Mar 22, 1976"," New Orleans, Louisiana, USA", Mud,97,80,2013, Jeff Nichols, Election,92,79,1999, Alexander Payne, The Man in the Moon,90,85,1991, Robert Mulligan, This Changes Everything,88,100,2018, Tom Donahue, Wild,88,75,2014, Jean-Marc Vallée, Gone Girl,87,87,2014, David Fincher, The Good Lie,87,82,2014, Philippe Falardeau, Pleasantville,85,79,1998, Gary Ross, Walk the Line,82,90,2005, James Mangold, Freeway,77,76,1996, Matthew Bright
199,Benicio Del Toro, Won 1 Oscar., The Little Prince (2015), Christopher Columbus: The Discovery (1992)," Feb 19, 1967"," Santurce, Puerto Rico", The Little Prince,93,84,2015, Mark Osborne, Guardians of the Galaxy,92,92,2014, James Gunn, Sicario,92,85,2015, Denis Villeneuve, Traffic,92,85,2000, Steven Soderbergh, Star Wars: The Last Jedi,90,42,2017, Rian Johnson, The Usual Suspects,89,96,1995, Bryan Singer, Avengers: Infinity War,85,91,2018, Anthony Russo, Dora and the Lost City of Gold,85,88,2019, James Bobin, Fearless,85,80,1993, Peter Weir, Viva,81,86,2015, Paddy Breathnach
200,Kevin Bacon, Won 1 Golden Globe., Apollo 13 (1995), The Darkness (2016)," Jul 08, 1958"," Philadelphia, Pennsylvania, USA", Apollo 13,96,87,1995, Ron Howard, Diner,93,78,1982, Barry Levinson, Frost/Nixon,93,88,2008, Ron Howard," Planes, Trains and Automobiles",92,87,1987, John Hughes, National Lampoon's Animal House,90,89,1978, John Landis, Forces of Nature,89,80,2004, George Casey, Mystic River,88,89,2003, Clint Eastwood, The Woodsman,88,77,2004, Nicole Kassell, The Big Picture,87,45,1989, Christopher Guest, Tremors,86,75,1990, Ron Underwood
201,Patrick Swayze, Nominated for 3 Golden Globes., 11:14 (2003), Christmas in Wonderland (2007)," Aug 18, 1952"," Houston, Texas, USA", 11:14,92,76,2003, Greg Marcks, Donnie Darko,86,80,2001, Richard Kelly, Ghost,74,80,1990, Jerry Zucker, Get Bruce!,71,44,1999, Andrew J. Kuehn, Point Break,70,79,1991, Kathryn Bigelow, Dirty Dancing,69,90,1987, Emile Ardolino, The Outsiders,63,82,1983, Francis Ford Coppola, Green Dragon,61,51,2001, Timothy Linh Bui, Keeping Mum,56,73,2006, Niall Johnson, Next of Kin,56,45,1989, John Irvin
202,Michael Caine, Won 2 Oscars., The Ipcress File (1965), Water (1985)," Mar 14, 1933"," Rotherhithe, London, England, UK", The Ipcress File,100,86,1965, Sidney J. Furie, Mona Lisa,97,81,1986, Neil Jordan, The Man Who Would Be King,97,90,1975, John Huston, Alfie,96,76,1966, Lewis Gilbert, Sleuth,96,90,1972, Joseph L. Mankiewicz, Zulu,96,91,1964, Cy Endfield, The Dark Knight,94,94,2008, Christopher Nolan, Children of Men,92,85,2006, Alfonso Cuarón, Hannah and Her Sisters,91,90,1986, Woody Allen, The Whistle Blower,89,41,1987, Simon Langton
203,Robert Duvall, Won 1 Oscar., The Detective (1968), Gods and Generals (2003)," Jan 05, 1931"," San Diego, California, USA"," Angelo, My Love",100,Not Available,1983, Robert Duvall, Hearts of Darkness: A Filmmaker's Apocalypse,100,94,1991, Fax Bahr, Rambling Rose,100,53,1991, Martha Coolidge, The Detective,100,46,1968, Gordon Douglas, Apocalypse Now,98,94,1979, Francis Ford Coppola, Bullitt,98,85,1968, Peter Yates, The Godfather,97,98,1972, Francis Ford Coppola, Sling Blade,96,92,1996, Billy Bob Thornton, The Conversation,96,90,1974, Francis Ford Coppola," The Godfather, Part II",96,97,1974, Francis Ford Coppola
204,Burt Lancaster, Won 1 Oscar., The Killers (1946), The Kentuckian (1955)," Nov 02, 1913"," New York, New York, USA", Atlantic City,100,77,1980, Louis Malle, Local Hero,100,87,1983, Bill Forsyth," Run Silent, Run Deep",100,79,1958, Robert Wise, The Crimson Pirate,100,84,1952, Robert Siodmak, The Flame and the Arrow,100,61,1950, Jacques Tourneur, The Killers,100,89,1946, Robert Siodmak, The Swimmer,100,82,1968, Frank Perry, Vengeance Valley,100,20,1951, Richard Thorpe, Sweet Smell of Success,98,92,1957, Alexander Mackendrick, The Leopard,98,89,1963, Luchino Visconti
205,Robert Mitchum, Nominated for 1 Oscar., The Lusty Men (1952), Not as a Stranger (1955)," Aug 06, 1917"," Bridgeport, Connecticut, USA", Blood on the Moon,100,62,1948, Robert Wise, El Dorado,100,87,1967, Howard Hawks, Pursued,100,81,1947, Raoul Walsh, The Friends of Eddie Coyle,100,87,1973, Peter Yates, The Lusty Men,100,83,1952, Nicholas Ray, Thirty Seconds Over Tokyo,100,75,1944, Mervyn LeRoy, Cape Fear,96,86,1962, J. Lee Thompson, Out of the Past,95,92,1947, Jacques Tourneur, The Night of the Hunter,95,90,1955, Charles Laughton, Home From the Hill,90,90,1960, Vincente Minnelli
206,Colin Farrell, Won 1 Golden Globe., It's Not Yet Dark (2016), Artemis Fowl (2020)," May 31, 1976"," Castleknock, Dublin, Ireland", It's Not Yet Dark,95,62,2016, Frankie Fenton, Widows,91,61,2018, Steve McQueen, Crazy Heart,90,76,2009, Scott Cooper, Minority Report,90,80,2002, Steven Spielberg, The Lobster,87,65,2015, Yorgos Lanthimos, In Bruges,84,87,2008, Martin McDonagh, The War Zone,84,83,1999, Tim Roth, Seven Psychopaths,83,71,2012, Martin McDonagh, The Killing of a Sacred Deer,80,63,2017, Yorgos Lanthimos, Saving Mr. Banks,79,84,2013, John Lee Hancock
207,William Holden, Won 1 Oscar., Executive Suite (1954), When Time Ran Out (1980)," Apr 17, 1918"," O'Fallon, Illinois, USA", Executive Suite,100,73,1954, Robert Wise, Sunset Blvd.,99,95,1950, Billy Wilder, Born Yesterday,97,86,1950, George Cukor, Stalag 17,97,93,1953, Billy Wilder, The Bridge on the River Kwai,95,93,1957, David Lean, Sabrina,93,89,1954, Billy Wilder, Network,91,93,1976, Sidney Lumet, The Horse Soldiers,91,75,1959, John Ford, The Wild Bunch,90,91,1969, Sam Peckinpah, Our Town,86,46,1940, Sam Wood
208,Edward G. Robinson, No Significant Award Wins or Nominations., Scarlet Street (1945), Robin and the Seven Hoods (1964)," Dec 12, 1893"," Bucharest, Romania", Kid Galahad,100,68,1937, Michael Curtiz, Scarlet Street,100,88,1945, Fritz Lang, The Sea Wolf,100,78,1941, Michael Curtiz, The Whole Town's Talking,100,77,1935, John Ford, Double Indemnity,97,95,1944, Billy Wilder, Key Largo,97,88,1948, John Huston, The Stranger,97,81,1946, Orson Welles, Barbary Coast,92,47,1935, Howard Hawks, Little Caesar,92,75,1930, Mervyn LeRoy, Five Star Final,91,76,1931, Mervyn LeRoy
209,William Powell, Nominated for 3 Oscars., Love Crazy (1941), The Great Gatsby (1926)," Jul 29, 1892"," Pittsburgh, Pennsylvania, USA", After the Thin Man,100,90,1936, W. S. Van Dyke, I Love You Again,100,82,1940, W. S. Van Dyke II, Love Crazy,100,82,1941, Jack Conway, The Last Command,100,90,1928, Josef von Sternberg, The Thin Man,98,94,1934, W. S. Van Dyke, My Man Godfrey,97,90,1936, Gregory La Cava, Life With Father,92,78,1947, Michael Curtiz, Mister Roberts,92,84,1955, John Ford, Libeled Lady,86,88,1936, Jack Conway, How to Marry a Millionaire,84,78,1953, Jean Negulesco
210,Jared Leto, Won 1 Oscar., Closer to the Edge (2011), Basil (1998)," Dec 26, 1971"," Bossier City, Louisiana, USA", Closer to the Edge,100,95,2011, Richard De Aragues, Dallas Buyers Club,93,91,2013, Jean-Marc Vallée, Blade Runner 2049,88,81,2017, Denis Villeneuve, The Thin Red Line,80,80,1998, Terrence Malick, Fight Club,79,96,1999, David Fincher, Requiem for a Dream,79,93,2000, Darren Aronofsky, Holy Hell,75,73,2016, Will Allen, Panic Room,75,64,2002, David Fincher, Zack Snyder's Justice League,71,95,2021, Zack Snyder, American Psycho,70,85,2000, Mary Harron
211,Errol Flynn, No Significant Award Wins or Nominations., Captain Blood (1935), Desperate Journey (1942)," Jun 20, 1909"," Hobart, Tasmania, Australia", Captain Blood,100,89,1935, Michael Curtiz, Dodge City,100,74,1939, Michael Curtiz, Gentleman Jim,100,86,1942, Raoul Walsh, The Adventures of Robin Hood,100,89,1938, Michael Curtiz, The Sea Hawk,93,87,1940, Michael Curtiz, Santa Fe Trail,83,51,1940, Michael Curtiz, They Died With Their Boots On,82,75,1941, Raoul Walsh, Kim,78,57,1950, Victor Saville, Elizabeth the Queen,71,64,1939, Michael Curtiz, The Charge of the Light Brigade,71,59,1936, Michael Curtiz
212,Groucho Marx, Won 1 Primetime Emmy., At the Circus (1939), Copacabana (1947)," Oct 02, 1890"," New York, New York, USA", At the Circus,100,63,1939, Edward Buzzell, A Night at the Opera,97,91,1935, Sam Wood, Horse Feathers,97,87,1932, Norman Z. McLeod, Animal Crackers,96,89,1930, Victor Heerman, The Cocoanuts,95,70,1929, Joseph Santley, A Day at the Races,94,89,1937, Sam Wood, Duck Soup,91,91,1933, Leo McCarey, Go West,89,59,1940, Edward Buzzell, Monkey Business,89,84,1931, Norman Z. McLeod, Will Success Spoil Rock Hunter?,86,76,1957, Frank Tashlin
213,James Mason, Nominated for 3 Oscars., Five Fingers (1952), Yellowbeard (1983)," May 15, 1909"," Huddersfield, Yorkshire, England, UK", Age of Consent,100,51,1969, Michael Powell, Caught,100,78,1949, Max Ophuls, Five Fingers,100,90,1952, Joseph L. Mankiewicz, Odd Man Out,100,86,1947, Carol Reed, The Fall of the Roman Empire,100,68,1964, Anthony Mann, The Shooting Party,100,64,1984, Alan Bridges, North by Northwest,99,94,1959, Alfred Hitchcock, A Star Is Born,98,81,1954, George Cukor, Julius Caesar,95,81,1953, Joseph L. Mankiewicz, Georgy Girl,91,70,1966, Silvio Narizzano
214,Buster Keaton, No Significant Award Wins or Nominations., The Three Ages (1923), Pajama Party (1964)," Oct 04, 1895"," Piqua, Kansas, USA", Go West,100,79,1925, Buster Keaton, Seven Chances,100,90,1925, Buster Keaton, Spite Marriage,100,58,1929, Edward Sedgwick," Steamboat Bill, Jr.",100,91,1928, Chas. F. Reisner, The Cameraman,100,94,1928, Edward Sedgwick, The Navigator,100,89,1924, Donald Crisp, The Three Ages,100,76,1923, Buster Keaton, Sunset Blvd.,99,95,1950, Billy Wilder, Limelight,97,90,1952, Charles Chaplin, Our Hospitality,96,90,1923, John G. Blystone
